"","trial","reaction_time","id","targ_index","scaled_rt"
"318",7000,369,"blast_a_017",6,0.0297204574139839
"319",7012,442,"blast_a_017",7,0.496081653657711
"320",7018,454,"blast_a_017",8,0.572743768108735
"321",7036,270,"blast_a_017",9,-0.602741986806961
"322",7042,585,"blast_a_017",10,1.40963851753241
"323",7057,205,"blast_a_017",11,-1.01799510675001
"324",7072,451,"blast_a_017",12,0.553578239495979
"325",7084,333,"blast_a_017",13,-0.200265885939087
"326",7093,430,"blast_a_017",14,0.419419539206688
"327",7099,499,"blast_a_017",15,0.860226697300074
"328",7111,267,"blast_a_017",16,-0.621907515419717
"329",7126,339,"blast_a_017",17,-0.161934828713575
"330",7135,372,"blast_a_017",18,0.0488859860267399
"331",7150,425,"blast_a_017",19,0.387476991518761
"332",7162,445,"blast_a_017",20,0.515247182270467
"333",7174,289,"blast_a_017",21,-0.48136030559284
"334",7180,428,"blast_a_017",22,0.406642520131517
"335",7201,304,"blast_a_017",23,-0.385532662529061
"336",7213,226,"blast_a_017",24,-0.883836406460715
"337",7475,553,"blast_a_018",1,0.530534466273211
"338",7481,592,"blast_a_018",2,0.800415042594801
"339",7493,485,"blast_a_018",3,0.0599734614047979
"340",7505,644,"blast_a_018",4,1.16025581102359
"341",7517,632,"blast_a_018",5,1.07721563369387
"342",7532,690,"blast_a_018",6,1.47857649078751
"343",7544,641,"blast_a_018",7,1.13949576669116
"344",7550,541,"blast_a_018",8,0.447494288943491
"345",7568,606,"blast_a_018",9,0.897295249479475
"346",7574,538,"blast_a_018",10,0.426734244611061
"347",7589,565,"blast_a_018",11,0.613574643602931
"348",7604,556,"blast_a_018",12,0.551294510605641
"349",7616,450,"blast_a_018",13,-0.182227055806885
"350",7625,375,"blast_a_018",14,-0.701228164117636
"351",7631,447,"blast_a_018",15,-0.202987100139315
"352",7643,403,"blast_a_018",16,-0.507467750348289
"353",7658,386,"blast_a_018",17,-0.625108001565392
"354",7667,613,"blast_a_018",18,0.945735352921812
"355",7682,300,"blast_a_018",19,-1.22022927242839
"356",7694,257,"blast_a_018",20,-1.51778990785988
"357",7706,151,"blast_a_018",21,-2.25131147427241
"358",7712,275,"blast_a_018",22,-1.3932296418653
"359",7733,404,"blast_a_018",23,-0.500547735570812
"360",7745,328,"blast_a_018",24,-1.02646885865904
"361",8005,442,"blast_a_019",1,0.0972375089201955
"362",8011,423,"blast_a_019",2,-0.617928685718667
"363",8023,471,"blast_a_019",3,1.1888069638953
"364",8035,410,"blast_a_019",4,-1.10725292415578
"365",8047,383,"blast_a_019",5,-2.12354172706364
"366",8062,454,"blast_a_019",6,0.548921421323688
"367",8074,473,"blast_a_019",7,1.26408761596255
"368",8080,426,"blast_a_019",8,-0.505007707617794
"369",8098,473,"blast_a_019",9,1.26408761596255
"370",8104,462,"blast_a_019",10,0.850044029592682
"371",8119,438,"blast_a_019",11,-0.0533237952143019
"372",8134,441,"blast_a_019",12,0.0595971828865712
"373",8146,474,"blast_a_019",13,1.30172794199617
"374",8155,426,"blast_a_019",14,-0.505007707617794
"375",8161,390,"blast_a_019",15,-1.86005944482827
"376",8173,419,"blast_a_019",16,-0.768489989853164
"377",8188,423,"blast_a_019",17,-0.617928685718667
"378",8197,439,"blast_a_019",18,-0.0156834691806775
"379",8212,446,"blast_a_019",19,0.247798813054693
"380",8224,460,"blast_a_019",20,0.774763377525434
"381",8236,421,"blast_a_019",21,-0.693209337785916
"382",8242,484,"blast_a_019",22,1.67813120233242
"383",8263,420,"blast_a_019",23,-0.73084966381954
"384",8275,448,"blast_a_019",24,0.323079465121942
"385",8531,522,"blast_a_020",1,0.0815814037887516
"386",8549,448,"blast_a_020",2,-1.47636024275773
"387",8558,607,"blast_a_020",3,1.87110897076782
"388",8564,525,"blast_a_020",4,0.144741200270366
"389",8576,580,"blast_a_020",5,1.30267080243329
"390",8597,508,"blast_a_020",6,-0.213164313125448
"391",8609,520,"blast_a_020",7,0.0394748728010088
"392",8621,552,"blast_a_020",8,0.713179368604893
"393",8633,481,"blast_a_020",9,-0.781602481459975
"394",8642,509,"blast_a_020",10,-0.192111047631576
"395",8648,490,"blast_a_020",11,-0.592123092015132
"396",8663,502,"blast_a_020",12,-0.339483906088676
"397",8672,435,"blast_a_020",13,-1.75005269417806
"398",8690,510,"blast_a_020",14,-0.171057782137705
"399",8699,484,"blast_a_020",15,-0.718442684978361
"400",8711,514,"blast_a_020",16,-0.0868447201622194
"401",8732,461,"blast_a_020",17,-1.2026677913374
"402",8738,508,"blast_a_020",18,-0.213164313125448
"403",8753,451,"blast_a_020",19,-1.41320044627612
"404",8771,547,"blast_a_020",20,0.607913041135536
"405",8780,616,"blast_a_020",21,2.06058836021266
"406",8789,579,"blast_a_020",22,1.28161753693942
"407",8804,547,"blast_a_020",23,0.607913041135536
"408",8810,539,"blast_a_020",24,0.439486917184565
"409",9064,496,"blast_a_021",1,0.315265572952326
"410",9082,473,"blast_a_021",2,-0.0550037808129594
"411",9091,419,"blast_a_021",3,-0.92433182878363
"412",9097,576,"blast_a_021",4,1.60315897735332
"413",9109,503,"blast_a_021",5,0.427956245837413
"414",9130,447,"blast_a_021",6,-0.473569137243282
"415",9142,448,"blast_a_021",7,-0.45747046968827
"416",9154,478,"blast_a_021",8,0.0254895569621027
"417",9166,461,"blast_a_021",9,-0.248187791473109
"418",9175,441,"blast_a_021",10,-0.570161142573357
"419",9181,623,"blast_a_021",11,2.3597963524389
"420",9196,468,"blast_a_021",12,-0.135497118588022
"421",9205,407,"blast_a_021",13,-1.11751583944378
"422",9223,350,"blast_a_021",14,-2.03513989007949
"423",9232,469,"blast_a_021",15,-0.119398451033009
"424",9244,432,"blast_a_021",16,-0.715049150568469
"425",9265,388,"blast_a_021",17,-1.42339052298902
"426",9271,497,"blast_a_021",18,0.331364240507339
"427",9286,579,"blast_a_021",19,1.65145498001836
"428",9304,478,"blast_a_021",20,0.0254895569621027
"429",9313,498,"blast_a_021",21,0.347462908062351
"430",9322,447,"blast_a_021",22,-0.473569137243282
"431",9337,555,"blast_a_021",23,1.26508695869806
"432",9343,501,"blast_a_021",24,0.395758910727388
"433",9604,446,"blast_a_022",1,-0.42962820975689
"434",9610,545,"blast_a_022",2,0.151360194558631
"435",9622,502,"blast_a_022",3,-0.100988304285484
"436",9634,700,"blast_a_022",4,1.06098850434556
"437",9646,613,"blast_a_022",5,0.550422936916766
"438",9661,567,"blast_a_022",6,0.280468728850969
"439",9673,571,"blast_a_022",7,0.303943007813212
"440",9679,594,"blast_a_022",8,0.438920111846111
"441",9697,748,"blast_a_022",9,1.34267985189248
"442",9703,699,"blast_a_022",10,1.055119934605
"443",9718,631,"blast_a_022",11,0.656057192246861
"444",9733,455,"blast_a_022",12,-0.376811082091842
"445",9745,584,"blast_a_022",13,0.380234414440503
"446",9754,367,"blast_a_022",14,-0.893245219261194
"447",9760,440,"blast_a_022",15,-0.464839628200255
"448",9772,503,"blast_a_022",16,-0.0951197345449234
"449",9787,368,"blast_a_022",17,-0.887376649520633
"450",9796,470,"blast_a_022",18,-0.28878253598343
"451",9811,416,"blast_a_022",19,-0.605685301973714
"452",9823,289,"blast_a_022",20,-1.35099365902494
"453",9835,727,"blast_a_022",21,1.2194398873407
"454",9841,859,"blast_a_022",22,1.99409109309473
"455",9862,158,"blast_a_022",23,-2.1197762950384
"456",9874,209,"blast_a_022",24,-1.8204792382698
"457",10134,523,"blast_a_023",1,-0.958576816988349
"458",10140,641,"blast_a_023",2,0.85363249256506
"459",10152,508,"blast_a_023",3,-1.18894240718582
"460",10164,561,"blast_a_023",4,-0.374983988488099
"461",10176,463,"blast_a_023",5,-1.88003917777822
"462",10191,540,"blast_a_023",6,-0.697495814764553
"463",10203,596,"blast_a_023",7,0.162535721972658
"464",10209,620,"blast_a_023",8,0.531120666288606
"465",10227,676,"blast_a_023",9,1.39115220302582
"466",10233,612,"blast_a_023",10,0.40825901818329
"467",10248,679,"blast_a_023",11,1.43722532106531
"468",10263,564,"blast_a_023",12,-0.328910870448605
"469",10275,529,"blast_a_023",13,-0.866430580909362
"470",10284,625,"blast_a_023",14,0.607909196354428
"471",10290,566,"blast_a_023",15,-0.298195458422276
"472",10302,522,"blast_a_023",16,-0.973934523001514
"473",10317,510,"blast_a_023",17,-1.15822699515949
"474",10326,622,"blast_a_023",18,0.561836078314935
"475",10341,623,"blast_a_023",19,0.577193784328099
"476",10353,589,"blast_a_023",20,0.0550317798805066
"477",10365,584,"blast_a_023",21,-0.0217567501853158
"478",10371,533,"blast_a_023",22,-0.804999756856704
"479",10392,747,"blast_a_023",23,2.48154932996049
"480",10404,617,"blast_a_023",24,0.485047548249112
"481",10668,443,"blast_a_024",1,-0.616009043135504
"482",10674,575,"blast_a_024",2,0.830630429550395
"483",10686,581,"blast_a_024",3,0.896386769217936
"484",10698,542,"blast_a_024",4,0.46897056137892
"485",10710,632,"blast_a_024",5,1.45531565639203
"486",10725,638,"blast_a_024",6,1.52107199605957
"487",10737,483,"blast_a_024",7,-0.177633445351898
"488",10743,460,"blast_a_024",8,-0.429699414077472
"489",10761,627,"blast_a_024",9,1.40051870666908
"490",10767,454,"blast_a_024",10,-0.495455753745012
"491",10782,558,"blast_a_024",11,0.644320800492362
"492",10797,453,"blast_a_024",12,-0.506415143689603
"493",10809,405,"blast_a_024",13,-1.03246586102993
"494",10818,580,"blast_a_024",14,0.885427379273345
"495",10824,595,"blast_a_024",15,1.0498182284422
"496",10836,496,"blast_a_024",16,-0.0351613760722265
"497",10851,392,"blast_a_024",17,-1.1749379303096
"498",10860,487,"blast_a_024",18,-0.133795885573538
"499",10875,558,"blast_a_024",19,0.644320800492362
"500",10887,441,"blast_a_024",20,-0.637927823024684
"501",10899,525,"blast_a_024",21,0.282660932320888
"502",10905,375,"blast_a_024",22,-1.36124755936763
"503",10926,371,"blast_a_024",23,-1.40508511914599
"504",10938,310,"blast_a_024",24,-2.07360790576599
"505",11198,451,"blast_a_026",1,-0.784020737480131
"506",11204,511,"blast_a_026",2,0.316359244948123
"507",11216,520,"blast_a_026",3,0.481416242312361
"508",11228,452,"blast_a_026",4,-0.765681071106327
"509",11240,545,"blast_a_026",5,0.939907901657467
"510",11255,573,"blast_a_026",6,1.45341856012399
"511",11267,513,"blast_a_026",7,0.353038577695731
"512",11273,599,"blast_a_026",8,1.9302498858429
"513",11291,425,"blast_a_026",9,-1.26085206319904
"514",11297,610,"blast_a_026",10,2.13198621595474
"515",11312,436,"blast_a_026",11,-1.05911573308719
"516",11327,532,"blast_a_026",12,0.701492238798012
